0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
b'Linear_rise_with_constant_ends',29.81012104,32.89621133,28.71808455,30.22021784,30.86361059,31.04744348,30.19413912,28.5906687,28.558742300000002,29.60187983,28.86148449,26.97568454,29.81634004,29.64721189,35.8467844,33.75228848,33.234306800000006,34.50567518,34.34903158,32.72652658,35.19932702,35.91782751,37.14142492,38.41545388,38.94168528,38.15719712,35.91778358,39.20541782,38.85043027,39.44944056,40.30864394,41.06456362,41.94615003,45.68046135,44.52473234,42.29283006,44.26484966,46.10574497,44.63573347,44.25084512,44.934786100000004,50.12262301,48.01095588,49.31254999,49.27291838,46.48148283,47.73012211,49.39367991,49.8312878,48.15231063,54.07381946,48.97536165,55.46399037,48.57895037,52.81671691,56.62028798,53.68313545,53.89806212,57.22402553,59.44599942,56.82737081,57.10447381,56.76786825,58.34588543,55.364592599999995,61.20970396,58.37741628,60.13576275,59.83578181,62.66843698,62.63276421,64.55622711,59.03356269,64.7134968,63.42523822,62.96074324,67.17676689,67.47107321,64.90203998,61.13777359,66.55084058,67.92559162,68.28501084,64.69261066,69.51538948,67.53142502,65.15378702,69.69138278,69.79084687,67.04197984,67.15389911,65.44995572,69.95233355,66.77594639,65.34572541,67.52660783,67.92393620000001,70.0,66.33803174,68.14247508,Oil Leakage
signal_suuden_rise_fall,29.18808867,30.07816669,28.53489317,29.74957642,30.28537406,29.52124052,30.12803302,30.41594599,30.28217292,30.25910222,31.75783623,28.69780324,30.11794119,29.244458399999996,30.40256852,31.01108826,30.38756523,28.15515133,29.96814032,29.09717134,29.81780746,30.9573846,30.12039817,30.62671236,29.76561492,30.4114364,29.52865781,30.41376785,29.89242746,69.0,68.0,68.0,69.0,69.0,67.0,65.0,69.0,67.0,65.0,67.0,68.0,68.0,65.0,67.0,65.0,68.0,67.0,66.0,69.0,67.0,65.0,66.0,66.0,66.0,68.0,66.0,69.0,65.0,67.0,66.0,68.0,69.0,67.0,69.0,30.00395284,29.12889641,30.40782452,30.78596595,31.20517075,29.86766338,29.77581349,29.985916200000002,29.53655166,31.34049495,30.078148300000002,29.15632375,28.47704633,30.82563084,30.69599871,29.92095906,28.88782639,31.31017648,29.50985212,29.81224696,30.37088649,29.64936506,31.85894271,32.15399969,30.46934219,28.57923161,29.53767646,30.03131217,30.39059285,31.35450274,29.02205059,29.27992041,31.81839312,30.76928578,29.08746521,29.82451113,Generator speed discrepancies
b'Convex_rise_with_decreasing_ends',30.65933784,37.68951266,42.77098725,44.61081507,45.99730578,48.34870076,47.18140814,47.10433478,48.81883676,52.019980600000004,49.48976725,51.46968748,53.76032829999999,51.49217198,54.52594968,54.34770062,55.22110261,55.17276927,57.24405284,55.21279137,56.47694813,61.86334087,55.95981921,59.53280195,60.42296943,61.67272755,58.30140514,58.00810646,59.15267079,61.71350379999999,60.74162065,62.79273349,60.148736899999996,62.04384109,62.98263312,62.242990899999995,59.54668611,64.01438233,60.80359957,64.93027506,68.59548771,64.669809,63.98458904,67.94288258,65.51806127,68.64302441,65.40835908,65.33322861,64.67507742,68.10825990000001,69.0735783,67.55037747,69.31177589,67.96533257,64.16583585,64.61024229,70.0,66.16480689,67.87189054,63.89868538,67.0461356,65.32437661,66.56477319,67.90238382,64.40623899,64.1307314,65.54439419,66.96371265,67.16460246,66.81576468,68.11015585,67.15172243,69.18974604,63.58466923,65.74727423,66.93138709,67.68946162,65.42770609,67.26496144,65.65891471,66.80103648,66.8690304,65.48455666,66.87610688,63.86367767,68.29211478,62.00813762,67.94108341,65.70950197,67.40589298,61.42705496,64.57489788,67.41534076,66.29891032,65.192206,65.87119355,64.80030616,61.88502445,61.42252971,63.10293365,Overheated oil
Slope5,30.62657336,30.79869921,30.62118008,29.41535295,29.9707072,29.742274600000005,29.81688445,30.23553544,29.98682082,29.77712231,30.65805591,30.58602091,29.97107693,28.83616157,30.36761293,29.82702476,30.198237100000004,30.20585621,30.08012161,29.602357300000005,29.71907388,29.34584175,30.97262341,30.27539724,29.64491648,29.94248212,30.40425615,30.30427908,30.43543038,29.742074199999998,29.8657672,29.22133757,31.08609683,30.23160198,30.24068266,29.42649601,30.07338319,30.19696847,30.00315214,30.22015624,29.84706452,29.98555398,29.65139254,30.55630329,29.30945213,30.33548009,29.62665149,30.42782082,29.83025325,30.40300512,25.0,27.0,26.0,26.0,27.0,25.0,25.0,25.0,26.0,25.0,23.0,24.0,23.0,25.0,23.0,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.01829135,21.77160699,22.190149899999998,21.777353,21.11744861,22.55445349,22.21824849,21.46822034,23.021137200000002,21.99449146,22.29022684,22.40445902,22.00176437,21.63126124,21.138674899999998,22.25797275,21.77126282,21.80898967,22.00337301,22.09211687,CoolingSystemIssues
b'Linear_rise_with_decreasing_ends',27.76286139,30.89829655,32.92379306,33.57509648,27.85138493,28.48376863,30.672505800000003,28.11898725,31.751606300000002,29.88190783,32.43436124,31.21336889,29.1199539,29.47822917,32.04947741,29.38396785,30.17214919,30.44261425,25.1863861,28.47498047,26.51815003,32.08974817,28.7734017,28.71870011,32.49409265,29.73128922,29.72875033,31.79395652,29.56540213,33.84754046,31.19525638,28.61352706,32.87079441,31.44731177,27.19748413,30.02294079,32.33524524,32.98309035,31.68848644,28.20051201,36.03974835,31.31322743,30.88953473,28.18155919,30.41679674,30.75474748,33.75092766,31.88602328,28.19194176,28.75047885,30.047384,30.24281139,28.01591304,30.91993627,27.72204505,32.62380635,27.56315989,31.39482951,31.00276486,31.96446004,27.28447731,30.29131786,30.29776023,34.55375215,36.02184572,39.524598600000004,36.69914403,37.85495225,42.95018542,39.29253877,42.70599066,43.72541328,48.91506484,46.94270039,45.97562681,51.90807494,52.67429587,54.01943267,56.54098664,53.79357174,59.45087311,58.19133422,59.99089053,58.98536065,69.77780104,64.00210731,63.268267200000004,67.90137232,70.0,69.74402111,69.84953566,67.98984186,67.09121479,64.68928454,65.0219218,68.53672578,66.68625039,65.77993805,64.01392245,67.66661741,Oil Leakage
b'Linear_rise_with_constant_ends',29.31161449,27.96616163,31.96625787,28.60543547,33.75970555,30.33116471,28.24547007,29.48941073,24.60254463,30.44080706,27.97574456,25.69339768,30.61988896,29.78833767,32.88269097,32.93841142,27.03831417,29.39703459,29.10051677,29.22854657,28.34846222,31.19844736,30.21141679,37.34965771,35.30758137,36.00879796,33.49884611,39.529444700000006,38.76848456,37.89774003,39.36445458,40.77468022,40.17041336,42.68973063,42.21335193,39.28119784,47.18569238,40.67464623,50.14746655,48.61165223,48.78310643,48.21743982,46.79000043,51.86582601,53.46206363,57.30801329,54.08952992,54.68259879,55.04052066,55.694134600000005,55.87706427,56.13781625,58.29395399,60.37951828,60.21327184,62.74751833,59.54398602,63.09234422,62.80989732,65.61748923,68.44130379,67.58983268,66.10666341,66.99001868,65.52574206,64.94031852,68.96698604,66.03653504,65.71269106,67.88706243,67.90002751,64.31761031,67.56441877,65.69875378,67.1275267,65.24916232,63.83085207,65.21772247,64.57708732,65.11821914,65.78974085,64.81335038,70.0,65.67290785,65.8417917,65.12606798,67.77302853,64.69092533,65.41675665,66.02666244,68.82271907,65.54061127,66.00864925,64.19082853,63.99356045,65.28188207,68.91976338,65.03695953,65.86187654,67.28973485,Oil Leakage
signal_suuden_rise_fall,30.20095382,30.23362019,29.71148451,29.43391934,32.73808406,30.52089869,29.32028299,29.66522008,29.43594447,30.23346884,29.09636571,30.12611967,31.06320402,28.32494203,30.18434232,30.37129052,28.2201321,30.022424800000003,29.10282805,28.38033271,30.76821219,29.83228835,30.75760575,29.79252678,28.68480257,30.13792954,30.23696598,29.71685053,27.03149787,29.10920838,31.60132152,28.77773374,29.465584200000002,30.88089359,31.07038527,31.05094261,30.21257052,30.364236100000003,30.94969358,68.0,66.0,65.0,67.0,69.0,66.0,67.0,66.0,66.0,69.0,66.0,65.0,69.0,65.0,65.0,65.0,68.0,69.0,67.0,65.0,67.0,66.0,68.0,68.0,66.0,69.0,69.0,68.0,65.0,30.97893377,31.46197658,29.54112527,29.60959884,30.49632098,29.63226141,29.96478255,31.02410611,29.08357847,28.10504938,30.50563937,29.24191333,30.20409585,30.79572661,29.97837256,30.20297944,29.82571418,32.61642817,31.25073281,30.28798749,31.82770922,30.07566505,29.98716836,30.647885,30.839894399999995,30.35125382,28.880765000000004,30.43516712,32.29867515,28.57395078,31.74440663,28.92022579,Generator speed discrepancies
b'Linear_rise_with_constant_ends',31.29844936,27.60570544,28.19952386,27.70463729,32.62178028,29.577388899999995,28.49501223,26.9186456,29.58409063,30.23211499,30.52609159,32.51195222,31.2112712,33.89910158,37.59991021,35.35530169,34.78228136,36.00028799,37.64063053,40.91557782,42.16795026,40.95819618,43.09608921,47.18516963,45.04111504,46.18386626,50.09741829,49.40586263,53.19650203,52.07175884,52.149696899999995,54.01329815,56.98442024,61.52492191,58.09907262,60.05032981,60.70138322,64.83829647,63.35017833,66.75821966,65.43518639999999,65.93736165,65.89134859,66.34010293,63.69396808,64.65472129,64.61796262,63.36111334,66.30058184,64.70997473,61.91194526,65.63058782,65.21237190000001,66.07459128,64.26488633,64.30295761,62.80393353,67.9132317,67.04994005,65.64978549,65.52195896,63.82203855,67.38406749,67.19863053,66.13457218,66.07103053,66.06907142,67.3952302,66.69215169,63.889379000000005,67.5950208,65.10166948,64.55453402,64.82305725,66.29982883,66.09012096,67.93418365,66.69952293,65.95991956,67.2113087,70.0,62.12242185,64.78179811,69.89638594,66.00243055,64.88126263,66.75006586,66.34326663,67.81030140000001,67.80924547,64.99269224,64.7769834,66.83294219,62.15170968,63.76695504,65.83467568,67.44267252,62.58443416,66.14484374,66.89751532,Oil Leakage
Slope1,30.99206609,29.29680819,29.63768223,30.14927334,29.61918884,29.95106995,29.58471735,29.93889236,30.44319295,29.559581,29.58717827,29.74293622,29.50600377,30.11756645,29.43964447,28.82711979,29.74108636,30.00254061,29.70180762,29.62529737,27.0,27.0,27.0,28.0,27.0,27.0,28.0,28.0,27.0,28.0,27.0,27.0,26.0,27.0,26.0,26.0,27.0,27.0,27.0,27.0,25.0,25.0,26.0,25.0,26.0,25.0,26.0,25.0,25.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.18190655,22.37291722,21.874112,21.83574633,21.78472145,21.59558053,22.12534284,21.73300023,20.81957366,21.75600502,21.9690921,21.65418097,21.63303048,22.01380964,22.11637792,22.40978035,22.02037091,21.35435298,21.62165106,21.50750568,CoolingSystemIssues
signal_sensor_fail,29.99936595,29.77231497,30.22686435,0.0,30.00863239,30.00156975,30.71493779,30.21059688,30.39231656,29.8647262,0.0,30.3644817,28.71507539,30.39769239,0.0,30.50776195,31.163772700000003,28.54814605,30.29585423,28.51348331,30.55542484,30.58739234,30.08734844,30.88740508,30.15844459,29.65179958,29.74944415,29.66223545,29.28000982,30.14548276,30.06715318,29.18452461,31.76866006,0.0,0.0,29.90730601,28.85035913,30.95505821,30.29662352,30.38047244,28.93639651,30.15214145,30.83513104,28.62106738,32.76390706,30.89325667,31.23160917,31.20791213,0.0,30.09811969,30.42186436,29.92964993,30.48971983,29.70336031,30.66430106,30.20191812,29.73155171,0.0,29.75300389,30.61716789,0.0,28.97076955,30.7510842,29.08915939,28.17209659,30.12510671,31.15072564,30.13243721,29.86015412,29.01183836,30.45297635,31.21567687,31.43849163,29.8555583,0.0,29.8260748,32.206026300000005,29.07522985,30.623334399999997,29.90091804,29.81840675,28.96529791,28.40990908,29.32272978,31.32431333,28.73872436,27.96798144,29.76795949,28.06805525,30.19552476,29.23295412,29.51404492,31.81064815,29.63197598,30.45286985,29.65346027,31.46630299,0.0,29.98357026,30.00679501,Anemometer errors
b'Linear_rise_with_decreasing_ends',29.00439132,30.35510722,31.899779300000002,33.43117556,31.54030655,33.71863646,32.58415239,33.65761276,31.49640492,32.6856547,36.45362011,36.30065982,35.67036283,34.90976649,36.76187653,37.10732547,36.98240618,41.13695262,41.22810083,36.0973648,37.40021167,40.52847565,39.93834452,42.34753436,39.426934499999994,40.79226754,42.09606924,45.09693439,41.767118599999996,41.48218801,44.5965277,41.97702363,43.89510227,44.8316877,45.64634061,45.38211011,45.46430654,45.80013223,46.41672419,49.44496649,47.15172426,45.99776225,43.73699472,50.92993399,47.59746854,48.72524055,50.45667572,49.87039437,47.93814359,50.57220685,49.151521200000005,53.33430946,51.27711816,50.27305029,52.13640995,55.98149669,54.23398181,56.55152425,55.43616895,54.23384893,54.98897333,58.818187300000005,57.04703923,56.81317116,57.917539100000006,58.38795089999999,58.19947069,53.18392516,62.793806700000005,58.91873314,60.44402565,59.80382737,60.04392608,58.62783367,64.7285081,59.92876978,60.35345416,60.93279849,64.09025601,62.462261,62.10055676,64.19431534,65.14199642,65.13004281,67.80641829999999,65.55234769,64.55050462,67.61636875,69.73951615,70.0,68.65590193,68.59487789,65.38286229,64.42510884,64.84397237,66.40353268,64.24625842,63.28934577,63.31844467,61.17399585,Oil Leakage
Slope1,29.92533669,29.94090995,30.0432502,30.850061100000005,29.95750687,29.49183128,29.91542288,30.4922863,29.97558177,29.88774948,30.41449082,30.404390799999998,30.03928141,29.3348793,29.86101643,30.25733513,29.8145457,29.34636809,29.150630800000002,29.54926732,27.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,25.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,23.0,24.0,23.0,23.0,24.0,24.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.11955288,21.80124521,22.11862208,22.87205252,23.08216868,22.5932064,22.35247955,22.12197337,21.04680119,22.66216992,22.15801636,22.14580633,22.08687604,21.6404836,21.45803467,21.36794964,22.52255375,21.52374072,21.89302186,22.19941465,CoolingSystemIssues
signal_sensor_fail,30.09528779,30.24843542,30.03567377,30.12736264,0.0,30.2968711,0.0,29.75163531,30.84858419,28.12049123,33.72161619,28.7198817,30.83248562,0.0,30.72411839,28.20050255,32.10064054,29.65526036,30.73085682,28.48136016,29.02387471,29.85783521,30.634044199999998,31.09866825,30.77415061,0.0,29.85193937,29.57933171,29.92212675,29.10776041,28.85832525,28.20892788,29.12755425,28.67639114,31.40981306,0.0,30.39678333,30.52367297,29.29928397,30.62825647,31.97774862,31.11789855,28.59144147,29.89932796,30.17043487,30.72901999,30.08068687,27.36729244,31.20900042,31.1163184,31.37774273,29.40611681,31.21101455,28.39514005,30.02975922,0.0,29.75377658,0.0,29.69823919,29.97010301,28.76977473,29.97164183,31.55057283,31.04535622,29.39384404,28.82256668,32.32071429,29.3501034,28.1736066,29.0815225,30.44795091,30.04260607,29.948934499999996,30.86287751,30.07249243,28.69318534,28.84680968,0.0,31.30984392,31.51785786,30.42322082,30.06728591,29.33257391,29.45199059,29.08043255,29.66110353,30.28262307,29.50549874,0.0,28.672844899999998,29.05070008,28.7993098,30.67721287,29.79419389,29.46008398,0.0,30.29519125,27.89107867,31.04024021,29.85097574,Anemometer errors
signal_suuden_rise_fall,30.97176244,29.40529429,28.85997753,30.15371583,30.62351875,30.28978473,30.18284644,29.40310706,29.15961095,29.59922584,29.41051739,29.56392285,28.594901300000004,30.70909543,28.10819465,31.15256488,27.98197704,28.35239942,27.58535725,29.71662265,31.88267141,30.92808425,30.82983596,30.58219319,31.71897385,28.8436274,29.98655833,30.48404791,30.16614206,69.0,65.0,67.0,67.0,69.0,69.0,65.0,68.0,67.0,69.0,67.0,67.0,65.0,68.0,67.0,65.0,69.0,65.0,68.0,68.0,65.0,65.0,69.0,68.0,68.0,66.0,69.0,28.98985723,29.67260736,30.9407378,31.05424373,30.6610118,29.47247561,29.74026231,31.35123096,30.40186247,31.17898152,29.22213242,28.51375173,28.15052911,29.77171995,29.57674952,30.92608819,28.66694108,29.76633441,30.19371425,29.64135491,30.11472074,29.31044526,31.12578738,31.77559235,29.61774382,28.77084688,29.3857376,30.21278748,29.28246084,31.16053549,29.81614922,28.26649253,30.16230984,29.02788692,29.26229888,28.45016554,30.74236437,31.23732705,29.19659934,29.53111213,30.25608399,29.39833102,30.40347258,30.52068824,Generator speed discrepancies
b'Linear_rise_with_constant_ends',27.86345961,31.68666033,28.27493911,33.06924236,30.995276099999998,29.84158443,27.68826147,30.87681174,26.01671026,28.82383467,30.30355819,29.05946581,30.55734864,31.38108787,32.32003242,28.83716667,31.11829496,28.26548576,31.25866611,30.6211274,29.76449263,33.03134083,29.67017406,28.86795231,30.38917813,30.77186594,30.743980199999996,31.09018837,28.57870444,31.95871284,27.47280457,29.92927436,29.10583265,30.0801514,32.95931519,32.94528471,31.52276149,30.87717161,29.96526129,29.00928263,30.41013996,32.14983,29.76584221,27.69072781,29.03768014,30.01243171,30.49346629,30.57543006,28.69362685,27.9198535,31.08363988,27.12438684,30.54361272,29.43492737,34.56290612,30.63570598,35.37293644,38.04467019,35.18460569,34.24662306,38.68515372,35.10608106,39.0251345,35.19877826,39.43194917,41.83969487,43.05600817,44.0603136,44.14412399,42.88460501,40.60794028,41.26442464,43.46656396,45.22518721,47.38841951,49.94353764,46.32643658,48.12745305,49.40510995,49.73196584,51.3230596,49.80127984,50.01314058,50.08830752,54.29341687,53.75349971,53.28983077,53.94673839,60.25118192,58.52414298,57.85481461,56.98656092,58.74914426,58.73397806,57.85556965,59.39923251,64.19513808,62.11822577,61.003481799999996,70.0,Oil Leakage
signal_suuden_rise_fall,32.10720878,30.48233746,29.40423868,68.0,67.0,67.0,66.0,68.0,68.0,66.0,65.0,67.0,68.0,69.0,65.0,65.0,69.0,65.0,69.0,65.0,65.0,69.0,65.0,68.0,67.0,69.0,66.0,67.0,68.0,66.0,68.0,66.0,65.0,66.0,69.0,68.0,65.0,65.0,66.0,68.0,69.0,69.0,66.0,66.0,67.0,68.0,68.0,65.0,65.0,65.0,69.0,67.0,66.0,66.0,66.0,69.0,68.0,65.0,66.0,68.0,67.0,66.0,66.0,30.56395368,30.38958843,27.92846192,29.35747545,29.72904411,30.28155093,32.20838366,29.68776433,31.32665224,30.02731633,28.54685771,30.22934093,30.29612322,29.03130151,32.10468927,29.93606854,30.04196395,28.71549106,30.54166758,28.67229872,29.11496958,30.04345488,29.61867181,30.92882805,30.47820942,31.94186073,30.17461886,30.1172271,30.56344569,30.71612241,29.33507812,31.06948995,29.93758311,30.93211189,31.11550162,29.31657003,30.24412628,Generator speed discrepancies
signal_suuden_rise_fall,28.5327535,30.67870453,30.49116248,29.9833078,30.54929846,29.04746821,30.79484006,29.92993702,28.92992442,29.75079525,28.81143441,29.50508229,31.01666822,29.93972292,29.44231802,31.32067317,29.260993699999997,30.47599007,29.57930879,29.28594156,30.19853374,29.53568736,30.72687997,28.52419148,30.74589299,30.76952595,32.35474272,28.25574718,31.19253059,30.13181471,29.42744455,30.96110058,30.72325808,28.863561400000002,30.59669209,30.07551758,30.60480982,28.54448698,29.35188514,31.24979985,30.11548927,67.0,69.0,65.0,67.0,67.0,65.0,65.0,66.0,69.0,67.0,67.0,66.0,69.0,66.0,67.0,68.0,68.0,65.0,65.0,65.0,68.0,66.0,65.0,69.0,66.0,31.24740444,29.85222042,29.30660104,29.73971327,30.820691399999998,30.26570615,30.31270261,30.10988014,28.6643302,28.96964364,29.16588823,28.86000528,30.21264943,30.22207983,30.34805543,31.78278465,30.69997465,29.82419912,30.1534303,31.15062221,31.15610933,28.96073571,31.01764549,31.17823729,29.85655448,29.545038800000004,29.40727837,28.94036134,28.66539726,30.85982276,29.92107363,29.414261699999997,28.14860785,30.47557311,Generator speed discrepancies
b'Convex_increase_with_constant_ends',33.72363061,40.29525582,43.67994893,42.95537407,44.1245634,46.70031283,48.07550121,47.68246884,49.18420463,52.90187164,51.82583078,50.45006816,50.21932719,53.5949203,55.2747144,52.64386796,55.48031293,55.63486829,54.64554293,57.63540558,59.48461429,55.65820495,55.45276971,57.62447581,59.31409089,58.49308311,57.12006557,58.67496857,60.44704913,58.04510797,60.06314874,57.32489525,59.37711114,61.76328621,59.65397231,62.12622352,61.69933444,61.69933884,61.14341411,60.50010379,64.65416738,62.43629956,61.5474775,65.62531575,65.47090344,65.44479031,63.48852311,66.71735352,65.56961233,65.54234698,66.69278622,65.31090097,63.71949746,64.52620393,65.97429634,65.13684355,66.19569776,65.83856479,65.09466766,64.91460011,65.82833362,65.35143218,67.40659899,65.73591847,65.4529602,65.52558671,64.7473438,62.20533749,66.97378329,64.60180436,67.09754672,62.95421915,66.23458423,63.80333593,65.9565876,65.5366416,64.37923426,61.90393141,67.03249949,66.1199433,65.17784743,65.3984887,69.26495837,67.31903333,66.89574903,70.0,65.60234208,67.03813358,65.77679036,66.93548484,65.23348701,64.40096887,67.14366117,66.38782456,64.55010944,65.53377293,65.22962257,66.09359386,66.6219219,65.76618798,Overheated oil
Slope4,29.96963129,30.52662613,29.81816446,30.65543179,29.92467733,30.05441141,30.58003907,30.38978229,30.09288099,30.24624126,29.89035096,30.03588144,30.14425425,30.26403771,29.17386663,30.02593084,29.93289637,29.2537049,30.00512204,30.08499336,29.65251679,30.22404228,29.41104554,29.12968808,29.44078043,30.04913706,29.64302177,29.67980581,30.22372805,30.42448622,30.79787294,29.75897438,30.73901789,30.00676442,29.13113039,28.98218851,30.53264939,30.33404198,30.46271064,30.91751236,27.0,26.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,25.0,25.0,25.0,27.0,26.0,25.0,26.0,24.0,23.0,24.0,25.0,25.0,25.0,24.0,24.0,23.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.01257346,21.66188928,22.20210787,21.886919199999998,22.42621457,21.66739458,22.1607533,21.76313024,21.44824309,22.23735551,21.47146176,21.61127942,22.22732419,22.41037095,22.40403178,22.2060041,22.37530347,21.818526199999997,22.44506691,22.30897009,CoolingSystemIssues
b'Linear_rise_with_decreasing_ends',31.96081221,29.055469,28.27270471,29.69960832,31.94431839,29.4842607,29.03362828,29.11910366,30.20138364,29.28509292,28.70564715,29.35376856,27.25419611,30.328444800000003,31.21000746,28.07651913,31.10045702,30.41111329,29.26462379,32.19990223,28.22458285,29.35484947,32.31677966,31.544817499999997,31.20301152,28.19525515,30.16906689,28.45644502,31.16855316,25.74645226,29.92037567,25.79132207,30.91217632,30.89156976,28.88138134,31.28912787,30.77834277,31.842505600000003,27.87415352,28.12949505,32.63000385,31.48191293,29.2183702,29.21778312,30.55682726,30.51676777,28.78129692,28.49904236,33.11834074,29.88667508,30.80519014,32.50375006,30.80079414,34.46485824,33.0294889,39.10800123,44.65901898,38.70706929,38.62524503,42.04493274,41.42825762,43.27941511,44.38874458,47.358678499999996,47.261262200000004,49.18473245,49.38645198,53.91849311,55.16161962,53.72110871,51.11875675,60.88837488,53.92528674,54.67170378,60.27116174,56.98543584,62.57070435,65.64394039999999,63.17008261,70.0,67.62417669,68.00788582,61.53777269,63.24034386,65.87379211,62.90376832,63.92680833,63.27370745,64.00743997,60.07170092,60.97491329999999,64.12095771,62.48174171,60.96122415,59.61678898,62.94970257,62.41971116,63.05501873,59.50553879,59.09796811,Oil Leakage
Slope1,30.14656203,30.03138347,30.39255125,28.63236113,29.84681855,29.85472087,29.65025401,29.03321069,29.04905251,29.82499669,30.39439627,28.79239737,30.02148252,29.49104184,30.13459376,30.11572838,29.03071302,30.60573947,29.87468907,29.82485471,28.0,28.0,28.0,27.0,28.0,27.0,28.0,27.0,28.0,28.0,26.0,26.0,27.0,26.0,27.0,26.0,26.0,27.0,27.0,26.0,26.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,26.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.48017812,21.49033261,21.61266657,21.88895909,22.87174804,22.55585172,21.87256586,21.55281399,22.56717173,21.53052058,22.20559236,22.54309026,22.20111866,21.67170089,22.45124666,22.24185388,22.79948982,21.64456179,21.70534157,21.992740100000002,CoolingSystemIssues
signal_sensor_fail,30.7058704,0.0,30.13248445,28.75090225,0.0,30.35080503,30.17807981,30.45633128,30.04364127,28.95221367,30.38758553,30.07538783,29.71378675,29.47355643,30.163089399999997,30.01268308,30.39976749,29.34931866,30.92266895,29.73768025,0.0,30.56362232,31.2243127,29.85346744,29.11310681,28.99765925,0.0,29.78565722,30.68416308,30.45299845,0.0,31.23565094,29.25145757,0.0,28.93471412,0.0,31.95498728,29.63317038,28.87813233,0.0,30.965716600000004,29.65236809,30.05186628,31.71000189,29.24680475,29.85988037,31.29302824,29.96256862,29.28424847,30.65870146,31.06059247,29.99285275,30.52856043,29.05171032,30.25604649,31.25879529,30.43811043,29.09948505,30.15542987,29.47016715,29.96582087,28.47311187,29.47006917,29.48927341,29.04588754,29.08318409,29.14220836,29.07390508,30.65935869,29.53157768,30.41533207,0.0,29.7236728,29.8421892,28.79615876,30.30819859,29.44875143,30.286676399999997,29.41240346,30.90361482,30.39855019,30.02246495,32.63035831,30.51774413,29.88914314,0.0,30.19285949,31.51548015,30.4411418,31.34637247,28.96644536,30.13807134,31.0987309,30.70554963,29.98297366,30.27946117,29.17192168,30.61309894,29.74360745,31.13590314,Anemometer errors
signal_suuden_rise_fall,30.30010254,30.3853999,30.08795724,27.21841394,29.90495604,29.77267631,29.4295857,30.07684123,29.667928399999997,30.07007843,30.22040802,30.36249723,28.89439387,30.02626986,65.0,69.0,67.0,69.0,67.0,69.0,68.0,69.0,69.0,67.0,67.0,69.0,65.0,69.0,69.0,66.0,65.0,65.0,68.0,65.0,65.0,67.0,67.0,69.0,68.0,66.0,69.0,66.0,65.0,69.0,67.0,69.0,68.0,69.0,68.0,69.0,69.0,69.0,65.0,65.0,66.0,30.38259114,28.99216494,30.26225996,30.47943243,29.92221939,30.55911379,29.28439972,30.44094518,30.977066600000004,31.26260313,27.49359444,31.2234516,30.61879376,30.11398645,30.37897206,29.16616385,30.60037408,30.17460479,29.45445588,27.88613845,28.90967272,29.425424800000002,30.223358,29.14097527,30.53181082,33.33643449,29.2898342,29.8017799,30.82139433,30.23638428,29.44380637,29.35553643,30.36595294,31.25593652,32.303001300000005,31.32590539,30.45111015,31.11127748,31.30647496,30.5977499,31.26590262,30.04955596,29.15244473,28.99349101,29.48104264,Generator speed discrepancies
